trial_name,stage,batch_size,code_num,best_val_loss,clip_idx,file,start,tokens,mse_all,mae_all,trans_rmse,trans_mae,rot_geod_deg_mean,rot_geod_deg_p95,root_geod_deg_mean,bodyhands_geod_deg_mean,pose_axisangle_mse,betas_mae,trans_vel_rmse,mpjpe_mm,mpjpe_pa_mm
batch_sweep_bs1024_code512,batch_sweep,1024,512,0.2813961907886247,3,23YW07EXh34_6-5-rgb_front.pkl,28,16,0.022841334342956543,0.07126301527023315,0.0012792953057214618,0.0009874132229015231,8.757894515991211,33.486507415771484,3.343965530395508,8.864049911499023,0.022021960467100143,0.14696697890758514,0.0002866745926439762,34.55160903930664,34.238380432128906
batch_sweep_bs1024_code512,batch_sweep,1024,512,0.2813961907886247,4,F0CLgejV5_k_0-5-rgb_front.pkl,14,16,0.019947724416851997,0.0752241462469101,0.0023344736546278,0.0017239083535969257,9.235360145568848,30.25082778930664,3.6853904724121094,9.344182968139648,0.018874818459153175,0.13362732529640198,0.0005315837915986776,32.98890686035156,32.48051071166992
batch_sweep_bs1024_code512,batch_sweep,1024,512,0.2813961907886247,5,1NSanqJ8AS4_3-5-rgb_front.pkl,71,16,0.014195390976965427,0.05964324250817299,0.0009862679289653897,0.0007155148196034133,7.506294250488281,24.67635154724121,3.9804015159606934,7.575428485870361,0.014436316676437855,0.08535599708557129,0.00022997957421466708,31.701553344726562,31.421340942382812
batch_sweep_bs5120_code512,batch_sweep,5120,512,0.2848633825778961,1,doMosV-zfCI_22-2-rgb_front.pkl,38,16,0.033449675887823105,0.0837726891040802,0.0016712455544620752,0.001337661873549223,10.006702423095703,35.31040573120117,5.234504699707031,10.100273132324219,0.02856580726802349,0.1871875524520874,0.00034366617910563946,43.84597396850586,43.48896408081055
batch_sweep_bs5120_code512,batch_sweep,5120,512,0.2848633825778961,2,-CmdMw3PKV8_0-8-rgb_front.pkl,51,16,0.023916354402899742,0.07212316244840622,0.00138392997905612,0.0010360315209254622,9.393203735351562,33.065338134765625,4.383843898773193,9.491426467895508,0.024771174415946007,0.09657379984855652,0.000392576475860551,39.10887145996094,39.04283905029297
batch_sweep_bs5120_code512,batch_sweep,5120,512,0.2848633825778961,3,23YW07EXh34_6-5-rgb_front.pkl,28,16,0.0236539077013731,0.07369944453239441,0.001253443188033998,0.0009792303899303079,9.064934730529785,34.77070617675781,2.9078824520111084,9.185661315917969,0.022356877103447914,0.15767504274845123,0.00028302561258897185,31.168437957763672,30.596542358398438
batch_sweep_bs5120_code512,batch_sweep,5120,512,0.2848633825778961,4,F0CLgejV5_k_0-5-rgb_front.pkl,14,16,0.024744456633925438,0.08222611248493195,0.0023080974351614714,0.0017380408244207501,9.748719215393066,30.877429962158203,3.8227105140686035,9.864913940429688,0.020881177857518196,0.18650613725185394,0.0005423449911177158,34.26139450073242,33.582759857177734
batch_sweep_bs5120_code512,batch_sweep,5120,512,0.2848633825778961,5,1NSanqJ8AS4_3-5-rgb_front.pkl,71,16,0.01393972896039486,0.05864383652806282,0.0009733385522849858,0.0007167343865148723,7.5466694831848145,26.26837921142578,4.12382173538208,7.613784313201904,0.014604161493480206,0.05152158811688423,0.00022310976055450737,29.22780990600586,28.93990135192871
codebook_sweep_bs4096_code256,codebook_sweep,4096,256,0.2940890491008758,1,doMosV-zfCI_22-2-rgb_front.pkl,38,16,0.027549799531698227,0.08120322227478027,0.001844878075644374,0.001422943896614015,9.800950050354004,30.38257598876953,6.362612724304199,9.868367195129395,0.022161556407809258,0.18274763226509094,0.0003429095959290862,49.45454788208008,49.067378997802734
codebook_sweep_bs4096_code256,codebook_sweep,4096,256,0.2940890491008758,2,-CmdMw3PKV8_0-8-rgb_front.pkl,51,16,0.021110134199261665,0.07067307829856873,0.0015003574080765247,0.00117185537237674,9.204631805419922,32.46847915649414,5.353243827819824,9.28014850616455,0.021555686369538307,0.09498055279254913,0.00039011670742183924,47.37363052368164,47.311458587646484
codebook_sweep_bs4096_code256,codebook_sweep,4096,256,0.2940890491008758,3,23YW07EXh34_6-5-rgb_front.pkl,28,16,0.023083806037902832,0.06903867423534393,0.0013908249093219638,0.0011114174267277122,8.997377395629883,36.61505889892578,2.159623146057129,9.131450653076172,0.02375277876853943,0.09079641103744507,0.0003043873584829271,23.022884368896484,22.712879180908203
codebook_sweep_bs4096_code256,codebook_sweep,4096,256,0.2940890491008758,4,F0CLgejV5_k_0-5-rgb_front.pkl,14,16,0.018566831946372986,0.07425227016210556,0.0022643159609287977,0.001699328888207674,9.04176139831543,27.831422805786133,4.017956256866455,9.140266418457031,0.017385756596922874,0.143708735704422,0.0005438789958134294,37.32020950317383,36.31720733642578
codebook_sweep_bs4096_code256,codebook_sweep,4096,256,0.2940890491008758,5,1NSanqJ8AS4_3-5-rgb_front.pkl,71,16,0.015925485640764236,0.06353756785392761,0.0010429590474814177,0.0007829501410014927,8.05564022064209,28.740489959716797,3.7763495445251465,8.139548301696777,0.016116295009851456,0.08222295343875885,0.00023451427114196122,28.817312240600586,28.646821975708008
